Date,b&h,without_pca,with_pca,with_pca_and_dwt
2017-07-27,149200.99546174778,65484.32980349005,65843.63215746997,60822.23745138677
2017-07-28,150258.46622052533,65058.46122942984,65414.6775792499,61253.24936571341
2017-07-31,150614.35430633952,64915.13665012334,65270.314416035384,61398.30491819994
2017-08-01,152159.90281398545,64292.70758186904,64643.374992214034,60706.98872807894
2017-08-02,152414.1041566474,64190.334667606345,64540.26024523928,60603.37942596283
2017-08-03,153075.02144148102,63924.16758986207,64272.16442055483,60333.997769984926
2017-08-04,153369.8881722727,63805.41775858994,64152.55408325898,60389.73936443406
2017-08-07,155362.83352543865,63002.811361497814,63344.13169778214,59544.176019674735
2017-08-08,155972.92295391482,62757.113867928616,63096.65378759287,59303.819775965734
2017-08-09,155972.92295391482,62757.113867928616,63096.65378759287,59303.819775965734
2017-08-10,157915.009420286,61974.9895517052,62308.86190386059,58538.69816226891
2017-08-11,156511.82855914067,62540.083789559445,62878.05102749639,59091.50774277851
2017-08-14,157528.6339297885,62130.59213250867,62465.59203959742,58690.918078272305
2017-08-15,156898.20404963818,62384.481208755984,62721.32089175957,58939.287826775115
2017-08-16,152739.473807341,64059.30058649045,64408.27664179646,60577.69808760231
2017-08-17,154854.4308401147,63207.5571900232,63550.36119173162,59744.470851927836
2017-08-18,152231.07112201708,64264.04641501584,64614.50613574594,60777.99291985541
